Intel(R) Core(TM) i3-6006U CPU @ 2.00GHz;Dgemv;Int;None;10;400.000.000;0.606760;0.012035;1.983435%;6594966352
Intel(R) Core(TM) i3-6006U CPU @ 2.00GHz;Dgemv;Int;O1;10;400.000.000;0.628393;0.014363;2.285614%;6368639936
Intel(R) Core(TM) i3-6006U CPU @ 2.00GHz;Dgemv;Int;O2;10;400.000.000;0.666887;0.049079;7.359433%;6029534183
Intel(R) Core(TM) i3-6006U CPU @ 2.00GHz;Dgemv;Int;O3;10;400.000.000;0.768671;0.188426;24.503620%;5436624246
Intel(R) Core(TM) i3-6006U CPU @ 2.00GHz;Dgemv;Float;None;10;400.000.000;0.667142;0.140671;21.085562%;6171814419
Intel(R) Core(TM) i3-6006U CPU @ 2.00GHz;Dgemv;Double;None;10;400.000.000;0.689280;0.051911;7.531237%;5833677018
